filename,new_type,original_type,motif_rejet,true_cat,inclusion_dataset,excluded_types,grouped_type
img_0000645.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000646.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000647.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000648.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000649.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000650.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000651.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000652.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000653.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000654.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000655.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000656.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000657.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000658.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000659.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000660.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000661.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000662.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000663.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000664.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000665.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000666.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000667.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000668.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000669.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000670.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000671.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000672.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000673.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000674.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000675.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000676.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000677.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000678.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000679.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000680.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000681.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000682.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000683.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000684.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000685.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000686.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000687.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000688.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000689.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000690.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000691.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000692.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000693.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000694.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000695.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000696.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000697.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000698.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000699.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000700.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000701.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000702.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000703.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000704.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000705.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000706.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000707.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000708.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000709.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000710.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000711.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000712.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000713.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000714.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000715.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000716.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000717.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000718.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000719.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000720.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000721.jpg,carte postale,carte postale,handwritten,,False,True,carte postale
img_0000722.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000723.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000724.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000725.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000726.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000727.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000728.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000729.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000730.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000731.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000732.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000733.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000734.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000735.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000736.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000737.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000738.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000739.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000740.jpg,carte postale,carte postale,illisible ou difficilement exploitable,,False,True,carte postale
img_0000741.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000742.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000743.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000744.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000745.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000746.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000747.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000748.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000749.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000750.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000751.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000752.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000753.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000754.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000755.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000756.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000757.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000758.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000759.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000760.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000761.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000762.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000763.jpg,carte postale,carte postale,n'appartient pas � la cat�gorie,,False,True,carte postale
img_0000764.jpg,carte postale,carte postale,illisible ou difficilement exploitable,,False,True,carte postale
img_0000765.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000766.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000767.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000768.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000769.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000770.jpg,carte postale,carte postale,illisible ou difficilement exploitable,,False,True,carte postale
img_0000771.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000772.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000773.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000774.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000775.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000776.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000777.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000778.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000779.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000780.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000781.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000782.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000783.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000784.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000785.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000786.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000787.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000788.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000789.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000790.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000791.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000792.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000793.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000794.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000795.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000796.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000797.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000798.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000799.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000800.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000801.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000802.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000803.jpg,carte postale,carte postale,illisible ou difficilement exploitable,,False,True,carte postale
img_0000804.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000805.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000806.jpg,carte postale,carte postale,,,False,True,carte postale
img_0000807.jpg,carte postale,carte postale,,,False,True,carte postale
img_0001146.jpg,email,email,,,False,True,email
img_0001174.jpg,email,email,,,False,True,email
img_0001186.jpg,email,email,,,False,True,email
img_0001205.jpg,email,email,n'appartient pas � la cat�gorie,,False,True,email
img_0001205.jpg,email,email,Not an email. Could have a note category ? a report category ?,,False,True,email
img_0001208.jpg,email,email,,,False,True,email
img_0001210.jpg,email,email,,,False,True,email
img_0001214.jpg,email,email,,,False,True,email
img_0001235.jpg,email,email,,,False,True,email
img_0001262.jpg,email,email,HTML code,,False,True,email
img_0001267.jpg,email,email,,,False,True,email
img_0001275.jpg,email,email,,,False,True,email
img_0001346.jpg,email,email,illisible ou difficilement exploitable,,False,True,email
img_0001347.jpg,email,email,,,False,True,email
img_0001353.jpg,email,email,,,False,True,email
img_0001391.jpg,email,email,,,False,True,email
img_0001392.jpg,email,email,,,False,True,email
img_0001436.jpg,email,email,illisible ou difficilement exploitable,,False,True,email
img_0001450.jpg,email,email,n'appartient pas � la cat�gorie,,False,True,email
img_0001450.jpg,email,email,Not an email nor another category,,False,True,email
img_0001452.jpg,email,email,,,False,True,email
img_0001458.jpg,email,email,,,False,True,email
img_0001469.jpg,email,email,illisible ou difficilement exploitable,,False,True,email
img_0001475.jpg,email,email,,,False,True,email
img_0001485.jpg,email,email,n'appartient pas � la cat�gorie,,False,True,email
img_0001485.jpg,email,email,Not an email nor another category,,False,True,email
img_0001487.jpg,email,email,not relevant image,,False,True,email
img_0001499.jpg,email,email,,,False,True,email
img_0001517.jpg,email,email,illisible ou difficilement exploitable,,False,True,email
img_0001554.jpg,email,email,,,False,True,email
img_0001561.jpg,email,email,,,False,True,email
img_0000000.jpg,facture,facture,,,True,False,facture
img_0000001.jpg,facture,facture,,,True,False,facture
img_0000002.jpg,facture,facture,,,True,False,facture
img_0000003.jpg,facture,facture,,,True,False,facture
img_0000004.jpg,facture,facture,,,True,False,facture
img_0000005.jpg,facture,facture,,,True,False,facture
img_0000006.jpg,facture,facture,,,True,False,facture
img_0000007.jpg,facture,facture,,,True,False,facture
img_0000008.jpg,facture,facture,,,True,False,facture
img_0000009.jpg,facture,facture,,,True,False,facture
img_0000010.jpg,facture,facture,,,True,False,facture
img_0000011.jpg,facture,facture,,,True,False,facture
img_0000012.jpg,facture,facture,,,True,False,facture
img_0000013.jpg,facture,facture,,,True,False,facture
img_0000014.jpg,facture,facture,,,True,False,facture
img_0000015.jpg,facture,facture,,,True,False,facture
img_0000016.jpg,facture,facture,,,True,False,facture
img_0000017.jpg,facture,facture,,,True,False,facture
img_0000018.jpg,facture,facture,,,True,False,facture
img_0000019.jpg,facture,facture,,,True,False,facture
img_0000020.jpg,facture,facture,,,True,False,facture
img_0000021.jpg,facture,facture,,,True,False,facture
img_0000022.jpg,facture,facture,,,True,False,facture
img_0000023.jpg,facture,facture,,,True,False,facture
img_0000024.jpg,facture,facture,,,True,False,facture
img_0000025.jpg,facture,facture,,,True,False,facture
img_0000026.jpg,facture,facture,,,True,False,facture
img_0000027.jpg,facture,facture,illisible ou difficilement exploitable,,False,False,facture
img_0000028.jpg,facture,facture,,,True,False,facture
img_0000029.jpg,facture,facture,,,True,False,facture
img_0000030.jpg,facture,facture,,,True,False,facture
img_0000031.jpg,facture,facture,,,True,False,facture
img_0000032.jpg,facture,facture,,,True,False,facture
img_0000033.jpg,facture,facture,,,True,False,facture
img_0000034.jpg,facture,facture,,,True,False,facture
img_0000035.jpg,facture,facture,Mauvais contenu,,False,False,facture
img_0000036.jpg,facture,facture,,,True,False,facture
img_0000037.jpg,facture,facture,,,True,False,facture
img_0000038.jpg,facture,facture,,,True,False,facture
img_0000039.jpg,facture,facture,,,True,False,facture
img_0000040.jpg,facture,facture,,,True,False,facture
img_0000041.jpg,facture,facture,,,True,False,facture
img_0000042.jpg,facture,facture,,,True,False,facture
img_0000043.jpg,facture,facture,Mauvaise qualité,,False,False,facture
img_0000044.jpg,facture,facture,Mauvaise qualité,,False,False,facture
img_0000045.jpg,facture,facture,bad quality,,False,False,facture
img_0000046.jpg,facture,facture,,,True,False,facture
img_0000047.jpg,facture,facture,,,True,False,facture
img_0000048.jpg,facture,facture,,,True,False,facture
img_0000049.jpg,facture,facture,,,True,False,facture
img_0000050.jpg,facture,facture,illisible ou difficilement exploitable,,False,False,facture
img_0000051.jpg,facture,facture,,,True,False,facture
img_0000052.jpg,facture,facture,,,True,False,facture
img_0000053.jpg,facture,facture,illisible ou difficilement exploitable,,False,False,facture
img_0000054.jpg,facture,facture,,,True,False,facture
img_0000055.jpg,facture,facture,,,True,False,facture
img_0000056.jpg,facture,facture,,,True,False,facture
img_0000057.jpg,facture,facture,,,True,False,facture
img_0000058.jpg,facture,facture,,,True,False,facture
img_0000059.jpg,facture,facture,n'appartient pas � la cat�gorie,,False,False,facture
img_0000060.jpg,facture,facture,,,True,False,facture
img_0000061.jpg,facture,facture,,,True,False,facture
img_0000062.jpg,facture,facture,,,True,False,facture
img_0000063.jpg,facture,facture,,,True,False,facture
img_0000064.jpg,facture,facture,,,True,False,facture
img_0000065.jpg,facture,facture,,,True,False,facture
img_0000066.jpg,facture,facture,n'appartient pas � la cat�gorie,,False,False,facture
img_0000067.jpg,facture,facture,,,True,False,facture
img_0000068.jpg,facture,facture,,,True,False,facture
img_0000069.jpg,facture,facture,illisible ou difficilement exploitable,,False,False,facture
img_0000070.jpg,facture,facture,,,True,False,facture
img_0000071.jpg,facture,facture,,,True,False,facture
img_0000072.jpg,facture,facture,,,True,False,facture
img_0001128.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001170.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001232.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001238.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001248.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001261.jpg,file_folder,file_folder,n'appartient pas � la cat�gorie,,False,True,file_folder
img_0001270.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001306.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001318.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001320.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001342.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001355.jpg,file_folder,file_folder,n'appartient pas � la cat�gorie,,False,True,file_folder
img_0001367.jpg,file_folder,file_folder,n'appartient pas � la cat�gorie,,False,True,file_folder
img_0001383.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001385.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001419.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001453.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001491.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001501.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001506.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001512.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001534.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001573.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001579.jpg,file_folder,file_folder,,,False,True,file_folder
img_0001108.jpg,form,form,,,False,True,form
img_0001124.jpg,form,form,,,False,True,form
img_0001135.jpg,form,form,,,False,True,form
img_0001143.jpg,form,form,,,False,True,form
img_0001154.jpg,form,form,,,False,True,form
img_0001188.jpg,form,form,,,False,True,form
img_0001201.jpg,form,form,,,False,True,form
img_0001217.jpg,form,form,,,False,True,form
img_0001220.jpg,form,form,,,False,True,form
img_0001224.jpg,form,form,,,False,True,form
img_0001242.jpg,form,form,,,False,True,form
img_0001249.jpg,form,form,,,False,True,form
img_0001272.jpg,form,form,,,False,True,form
img_0001296.jpg,form,form,,,False,True,form
img_0001315.jpg,form,form,,,False,True,form
img_0001341.jpg,form,form,,,False,True,form
img_0001399.jpg,form,form,,,False,True,form
img_0001426.jpg,form,form,,,False,True,form
img_0001433.jpg,form,form,,,False,True,form
img_0001447.jpg,form,form,,,False,True,form
img_0001462.jpg,form,form,,,False,True,form
img_0001514.jpg,form,form,,,False,True,form
img_0001521.jpg,form,form,,,False,True,form
img_0001548.jpg,form,form,,,False,True,form
img_0001563.jpg,form,form,,,False,True,form
img_0001594.jpg,form,form,,,False,True,form
img_0001597.jpg,form,form,,,False,True,form
img_0001115.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001140.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001144.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001153.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001171.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001194.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001202.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001207.jpg,advertisement,handwritten,not the good type,advertisement,False,True,advertisement
img_0001231.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001239.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001251.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001252.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001287.jpg,scientific_report,handwritten,Not a true handwritten note,scientific_report,False,True,scientific_report
img_0001295.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001297.jpg,handwritten,handwritten,Not a true handwritten note,,False,True,handwritten
img_0001298.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001304.jpg,handwritten,handwritten,Not a true handwritten note,,False,True,handwritten
img_0001323.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001327.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001333.jpg,handwritten,handwritten,Not a true handwritten note,,False,True,handwritten
img_0001334.jpg,advertisement,handwritten,not relevant,advertisement,False,True,advertisement
img_0001339.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001368.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001403.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001407.jpg,handwritten,handwritten,,,False,True,handwritten
img_0001415.jpg,handwritten,handwritten,,,False,True,handwritten
